given_address,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,confidence_city_level,confidence_street_level,country,country_code,confidence,attribution,attribution_license,attribution_url
"219, V.P House Rafi Marg,New Delhi ",28.620704,77.2130643,"Vittalbhai Patel House, Rafi Marg, Rakab Ganj, New Delhi - 110001, Delhi, India",Vittalbhai Patel House,,Rafi Marg,Chanakya Puri Tehsil,Rakab Ganj,110001,New Delhi,,Delhi,DL,1,0.5142857142857142,India,in,0.2571428571428571,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Survey No. 9/0/6/1/1 Dok Mordi, Silvassa",18.472675,73.899772,"Near, The Metropole, Survey No. 25, Hissa No 1,2,3&4, Clover Highlands Undri Rd, NIBM Undri Road, Pune, Maharashtra 411048, India, Pune - 411018, Maharashtra, India",,"Near, The Metropole","Survey No. 25, Hissa No 1,2,3&4, Clover Highlands Undri Rd, NIBM Undri Road, Pune, Maharashtra 411048, India",Kondhwa Wanavdi,,411018,Pune,Pune,Maharashtra,MH,,,India,in,0.22499999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vadodara,22.2973142,73.1942567,"Vadodara - 390001, Gujarat, India",Vadodara,,,,,390001,Vadodara,Vadodara District,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"C-112/2 Ganesh Nagar Near Tilak Nagar ",18.609808,74.696045,"Nagar, Ahmednagar, India",Nagar,,,,,,Nagar,Ahmednagar,Maharashtra,MH,1,,India,in,0.125,,,https://www.whosonfirst.org/docs/licenses/
"House No. R-3, Gali No. 22, Brampuri Delhi-53",28.515499,77.200662,"C-120, Gali Number, Saket, Delhi -, Delhi, India",,C-120,Gali Number,,Saket,,Delhi,South West,Delhi,DL,0.6428571428571429,0.6107142857142858,India,in,0.09682055749128919,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"House No. R-3, Gali No. 22, Brampuri Delhi-53",28.515499,77.200662,"C-120, Gali Number, Saket, Delhi -, Delhi, India",,C-120,Gali Number,,Saket,,Delhi,South West,Delhi,DL,0.6428571428571429,0.6107142857142858,India,in,0.09682055749128919,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-32",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-33",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-35",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-36",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-38",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-39",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-34",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-37",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev Park, Shandara, Delhi-40",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0.2375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"88, Baldev park shahdara Delhi-110032",22.92106,88.392804,"88, Milan Park, no-4,Chinchurah, -, West Bengal, India",,88,"Milan Park, no-4,Chinchurah",,,,,Hooghly,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2nd Floor Hariteg Building NR. Grand Bhagwati S.G. Highway Ahmedabad ",23.012369,72.561743,"Ahmedabad, Ahmadabad, India",Ahmedabad,,,,,,Ahmedabad,Ahmadabad,Gujarat,GJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Santacruz (E), Mumbai - 55.",19.088848,72.847972,"Santacruz East, Mumbai, Maharashtra, India",Santacruz East,,,Zone 3,Santacruz East,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Santacruz, Mumbai.",19.0926936,72.85439692426203,"Taj Santacruz Mumbai, Arrivals pickup, Vile Parle East, Mumbai - 400099, Maharashtra, India",Taj Santacruz Mumbai,,Arrivals pickup,Zone 3,Vile Parle East,400099,Mumbai,Mumbai Suburban,Maharashtra,MH,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Santacruz, Mumbai.",19.0926936,72.85439692426203,"Taj Santacruz Mumbai, Arrivals pickup, Vile Parle East, Mumbai - 400099, Maharashtra, India",Taj Santacruz Mumbai,,Arrivals pickup,Zone 3,Vile Parle East,400099,Mumbai,Mumbai Suburban,Maharashtra,MH,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Santacruz (E), Mumbai - 400055.",19.076684,72.8511691,"Grand Hyatt Mumbai, Pipeline Road, H/E Ward, Mumbai - 400055, Maharashtra, India",Grand Hyatt Mumbai,,Pipeline Road,Zone 3,H/E Ward,400055,Mumbai,Mumbai Suburban,Maharashtra,MH,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
At. Dholka Dist Ahmedbad,22.6231959,72.38445499134141,"Dholka Taluka, India",Dholka Taluka,,,,,,,Dholka Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
APMC Ahmedabad,22.9971316,72.53603626740156,"APMC Market, 132 Ft. Ring Road, Jivraj park, Ahmedabad - 380001, Gujarat, India",APMC Market,,132 Ft. Ring Road,,Jivraj park,380001,Ahmedabad,Ahmedabad City Taluka,Gujarat,GJ,1,,India,in,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rishi Nagar Char 'mil Bhopal M. P.,26.900158,75.740637,"Rishi Marg, Ward 33, Jaipur -, Rajasthan, India",,,Rishi Marg,Zone 3,Ward 33,,Jaipur,Jaipur,Rajasthan,RJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6 Bps Plaza, Devidayal Road, Mulund West, Mumbai-400080",19.1757289,72.9472473,"Lala Devidayal Road, T Ward, Mumbai - 400080, Maharashtra, India",Lala Devidayal Road,,Lala Devidayal Road,Zone 6,T Ward,400080,Mumbai,Mumbai Suburban,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6 Bps Plaza, Devidayal Road, Mulund West, Mumbai-400080",19.1757289,72.9472473,"Lala Devidayal Road, T Ward, Mumbai - 400080, Maharashtra, India",Lala Devidayal Road,,Lala Devidayal Road,Zone 6,T Ward,400080,Mumbai,Mumbai Suburban,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1st Floor Jayendrapur Bhawan Near Sanyas Ashram, Ashram Road Ahmedabad",23.026458,72.571257,"Ashram Road, Ward 27, Ahmedabad - 380006, Gujarat, India",,,Ashram Road,,Ward 27,380006,Ahmedabad,Ahmadabad,Gujarat,GJ,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sukerkar Mansion, First Floor, M.G. Road, Panjim Goa-403001, (India) Ph. 2224451/2, 2223832",15.499656,73.832356,"MG Road, Panjim -, Goa, India",,,MG Road,,,,Panjim,North Goa,Goa,GA,1,1,India,in,0.19753086419753085,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sukerkar Mansion, First Floor, M.G. Road, Panjim Goa-403001, (India) Ph. 2224451/2, 2223832",15.499656,73.832356,"MG Road, Panjim -, Goa, India",,,MG Road,,,,Panjim,North Goa,Goa,GA,1,1,India,in,0.19753086419753085,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Velho Building, 1st Floor, Panaji, Panjim, Goa-403001, 6715555",15.494387,73.820344,"Shanta Building, Panjim -, Goa, India",,,Shanta Building,,,,Panjim,North Goa,Goa,GA,1,0.95,India,in,0.2740384615384615,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Alembic Road Vadodara-390003,22.3249456,73.1651971,"Cafe Appetito - Alembic, Shop - 3, SH__, Gorwa, Vadodara - 390003, Gujarat, India",Cafe Appetito - Alembic,Shop - 3,SH__,Gorwa,Gorwa,390003,Vadodara,Vadodara District,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
ALEMBIC  ROAD VADODARA,22.3249456,73.1651971,"Cafe Appetito - Alembic, Shop - 3, SH__, Gorwa, Vadodara - 390003, Gujarat, India",Cafe Appetito - Alembic,Shop - 3,SH__,Gorwa,Gorwa,390003,Vadodara,Vadodara District,Gujarat,GJ,1,0.95,India,in,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Plot No. 111/1/3, Manek Industrial Estate, Amil, Silvassa, U T of DNH",13.700769,80.029838,"Ayyappa Nagar, Degalapalem(Donka), Plot No. 22, - 524121, Andhra Pradesh, India",,"Ayyappa Nagar, Degalapalem(Donka)",Plot No. 22,,,524121,,Nellore,Andhra Pradesh,AP,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Morbi,22.8176662,70.8345928,"Morbi - 363641, Gujarat, India",Morbi,,,,,363641,Morbi,Morbi Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"701/706, Shree Kedarnath Opp Gokul Anand Hotel Western Express Highway Dahisar Mumbai-400068",19.253447,72.864099,"Shraddha Hospital, Mumbai, Dahisar, Mumbai - 400088, Maharashtra, India","Shraddha Hospital, Mumbai",,,Zone 4,Dahisar,400088,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Khari River National Highway Mehsana ",23.61936,72.394435,"Mahesana, India",Mahesana,,,,,,Mahesana,Mahesana,Gujarat,GJ,0.5249999999999999,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Gadkari Chowk, Mumbai. - 28.",19.022155,72.905904,"Laxman Umaji Gadkari Marg, Mahul, Mumbai -, Maharashtra, India",,,Laxman Umaji Gadkari Marg,Zone 5,Mahul,,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.6211538461538462,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gadkari Chowk, Mumbai - 28.",19.022155,72.905904,"Laxman Umaji Gadkari Marg, Mahul, Mumbai -, Maharashtra, India",,,Laxman Umaji Gadkari Marg,Zone 5,Mahul,,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.608,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"124, South Avenue New Delhi",28.6111021,77.1993153,"South Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",South Avenue,,South Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"124, South Avenue, New Delhi",28.6111021,77.1993153,"South Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",South Avenue,,South Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"124, South Avenue, New Delhi",28.6111021,77.1993153,"South Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",South Avenue,,South Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"124, South Avenue New Delhi",28.6111021,77.1993153,"South Avenue, Rakab Ganj, New Delhi - 110004, Delhi, India",South Avenue,,South Avenue,Chanakya Puri Tehsil,Rakab Ganj,110004,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"421 Indian Istutute Of Management Vastrapur Ahmedabad ",,,,,,,,,,,,,,,,,,,,,
"C/o Samir Barua, Director IIM Vastrapur- Ahmedabad (Gujarat)",23.0324106,72.5337276,"IIM Walkway Tunnel, Vastrapur, Ahmedabad - 380001, Gujarat, India",IIM Walkway Tunnel,,IIM Walkway Tunnel,Vastrapur,Vastrapur,380001,Ahmedabad,Ahmedabad City Taluka,Gujarat,GJ,1,0.16666666666666666,India,in,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nisarga Shankar Nagar, Ratangiri-415512",13.022164,77.563804,"Nisarga, Aramane Nagara, Bangalore, India",Nisarga,,,West Bangalore,Aramane Nagara,,Bangalore,Bangalore,Karnataka,KA,,,India,in,0.18918918918918914,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nisarga Shankar Nagar, Ratangiri-415512",13.022164,77.563804,"Nisarga, Aramane Nagara, Bangalore, India",Nisarga,,,West Bangalore,Aramane Nagara,,Bangalore,Bangalore,Karnataka,KA,,,India,in,0.18918918918918914,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alkem House Debasis Lower Pare(W), Mumbai ",19.131577,72.891418,"Mumbai, Mumbai City, India",Mumbai,,,,,,Mumbai,Mumbai City,Maharashtra,MH,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
A.K Nayak Bhavan Channai (T. N),13.0483451,80.2061063,"Adyar Ananda Bhavan, Arcot Road, Ward 128, Chennai - 600026, Tamil Nadu, India",Adyar Ananda Bhavan,,Arcot Road,Zone 10 Kodambakkam,Ward 128,600026,Chennai,Ambattur,Tamil Nadu,TN,0.6,,India,in,0.3983870967741935,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Iind Floor A. K Nayak Bhavan,11.426191,77.675753,"Bhavani, Erode, India",Bhavani,,,,,,Bhavani,Erode,Tamil Nadu,TN,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"General Secretary, All India Bank Officers Association, A.K. Nayak Bhavan Chennai-1",26.46352,80.246895,"India, Kanpur -, Uttar Pradesh",,,India,,,,Kanpur,Kanpur,Uttar Pradesh,UP,,,India,in,0.03560126582278481,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
West Bengal Unit Collection,22.557219,88.358337,"West Bengal Urdu Academy, Ward 62, Kolkata -, West Bengal, India",,,West Bengal Urdu Academy,Borough No. VI,Ward 62,,Kolkata,Kolkata,West Bengal,WB,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
" BC 164 Prafulla Kanan Kolkata 700 101",18.990346,72.847158,"BC 2, Parel Shivedi, Mumbai -, Maharashtra, India",,,BC 2,Zone 2,Parel Shivedi,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0.05,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4, Windsor Place New Delhi 110001",28.6203521,77.2191553,"Windsor Place, New Delhi - 110001, Delhi, India",Windsor Place,,Windsor Place,Chanakya Puri Tehsil,,110001,New Delhi,,Delhi,DL,1,1,India,in,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kalakaji, New Delhi-19",28.5503728,77.256934,"Kalkaji Mandir, Nehru Place Road, Nehru Place, - 110019, Delhi, India",Kalkaji Mandir,,Nehru Place Road,Nehru Place,Nehru Place,110019,,Kalkaji Tehsil,Delhi,DL,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Allana House, Allana Road Colaba, Mumbai-1",18.921152,72.83168905,"Allana House, JA Allana Marg, A Ward, Mumbai - 400001, Maharashtra, India",Allana House,,JA Allana Marg,Zone 1,A Ward,400001,Mumbai,Mumbai City,Maharashtra,MH,0.95,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Allana House, Allana Road Colaba, Mumbai-1",18.921152,72.83168905,"Allana House, JA Allana Marg, A Ward, Mumbai - 400001, Maharashtra, India",Allana House,,JA Allana Marg,Zone 1,A Ward,400001,Mumbai,Mumbai City,Maharashtra,MH,0.95,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Azad House A-12, Natraj Nagar Emali Pathak Jaipur",26.894094,75.79277,"Jaipur, India",Jaipur,,,,,,Jaipur,Jaipur,Rajasthan,RJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"18, N.S. Raod, Kolkata - 700001",22.506194100000002,88.299962788772,"Arjuna Mahel, 180N, Mahendra Banerjee Road, Kolkata - 700060, West Bengal, India",Arjuna Mahel,180N,Mahendra Banerjee Road,,,700060,Kolkata,,West Bengal,WB,1,0.1,India,in,0.05,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"18, Netajee Subhash Road, Kolkata-700001",22.577182,88.348687,"31, Netaji Subhash Road, Ward 45, Kolkata - 700 001, West Bengal, India",,31,Netaji Subhash Road,Borough No. V,Ward 45,700 001,Kolkata,Kolkata,West Bengal,WB,,,India,in,0.15833333333333335,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Morbi,22.8176662,70.8345928,"Morbi - 363641, Gujarat, India",Morbi,,,,,363641,Morbi,Morbi Taluka,Gujarat,GJ,1,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rangareddy Dist.,AP",17.316629,77.925952,"Rangareddi, India",Rangareddi,,,,,,,Rangareddi,Telangana,TG,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"Rangareddy Dist.,AP",17.316629,77.925952,"Rangareddi, India",Rangareddi,,,,,,,Rangareddi,Telangana,TG,,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
"B-43 Mittal Tower Nariman Point ",,,,,,,,,,,,,,,,,,,,,
"Backbay Reclamation, Mumbai.",18.925359,72.8212466,"German Consulate General Mumbai, 193, Vinayak K Shah Marg, A Ward, Mumbai - 400 021, Maharashtra, India",German Consulate General Mumbai,193,Vinayak K Shah Marg,Zone 1,A Ward,400 021,Mumbai,Mumbai City,Maharashtra,MH,1,0.95,India,in,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"38 Kajipura Galli no.2Bhopal ",,,,,,,,,,,,,,,,,,,,,
"S-99, Okhla Industrial Area, Phase-II New Delhi",28.5495384,77.26755851127223,"Abroad Solutions India, Plot No.68, RP Singh Road, Okhla Ph III, New Delhi - 110020, Delhi, India",Abroad Solutions India,Plot No.68,RP Singh Road,Okhla Ph III,Okhla Ph III,110020,New Delhi,Kalkaji Tehsil,Delhi,DL,1,0.95,India,in,0.20988372093023255,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nicholas Piramal Tower Ganpatrao Kadam Marg Lower Parel, Mumbai 400 013",18.997865,72.824147,"Ganpatrao Kadam Marg BMC School, Ganapatrao Kadam Marg, Opposite Atoz Industrial Estate, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400013, Lower Parel, Mumbai, Mumbai City, India",Ganpatrao Kadam Marg BMC School,"Ganapatrao Kadam Marg, Opposite Atoz Industrial Estate, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400013",,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nicholas Piramal Tower Ganpatrao Kadam Marg Lower Parel, Mumbai 400 013",18.997865,72.824147,"Ganpatrao Kadam Marg BMC School, Ganapatrao Kadam Marg, Opposite Atoz Industrial Estate, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400013, Lower Parel, Mumbai, Mumbai City, India",Ganpatrao Kadam Marg BMC School,"Ganapatrao Kadam Marg, Opposite Atoz Industrial Estate, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400013",,Zone 2,Lower Parel,,Mumbai,Mumbai City,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pankh Road Alwar ",27.564459,76.61419,"Alwar, India",Alwar,,,,,,Alwar,Alwar,Rajasthan,RJ,1,,India,in,0,,,https://www.whosonfirst.org/docs/licenses/
Sanchi Complex MP Nagar Bhopal MP,,,,,,,,,,,,,,,,,,,,,
"Luharu House, Civil Lines Jaipur",26.927844,75.787782,"Shahpura House, Ward 40, Jaipur, India",Shahpura House,,,Zone 4,Ward 40,,Jaipur,Jaipur,Rajasthan,RJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1048,Main Bazar Pahad Ganj ND.",18.753889,73.404795,"Ward 34/35, Main Bazar Rd, Lonavla - 410401, Maharashtra, India",,Ward 34/35,Main Bazar Rd,,,410401,Lonavla,Pune,Maharashtra,MH,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
At. Dholka Dist Ahmedbad,22.6231959,72.38445499134141,"Dholka Taluka, India",Dholka Taluka,,,,,,,Dholka Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
At. Dholka Dist Ahmedbad,22.6231959,72.38445499134141,"Dholka Taluka, India",Dholka Taluka,,,,,,,Dholka Taluka,Gujarat,GJ,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rajender Nagar, Civil Line Bilaspur",22.090952,82.13335,"27 kholi vikas nagar, Bilaspur -, Chhattisgarh, India",,,27 kholi vikas nagar,,,,Bilaspur,Bilaspur,Chhattisgarh,CT,1,0.95,India,in,0.40303030303030296,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilspur,22.0785627,82.1476475,"Bilaspur - 495004, Chhattisgarh, India",Bilaspur,,,,,495004,Bilaspur,Bilaspur Tahsil,Chhattisgarh,CT,0.6124999999999999,,India,in,0.6124999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Banari, Naita Janjgir,",22.00827,82.53657,"Banari, Janjgir-Champa, India",Banari,,,,,,Banari,Janjgir-Champa,Chhattisgarh,CT,0.95,,India,in,0.7000000000000001,,,https://www.whosonfirst.org/docs/licenses/
Kolar Bhopal M. P.,23.170121,77.416596,"Kolar Police Station, Kolar Road, Bhopal -, Madhya Pradesh, India",Kolar Police Station,,Kolar Road,,,,Bhopal,Bhopal,Madhya Pradesh,MP,,,India,in,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"281 Kohat Enclave Pitampura, Delhi-110034",,,,,,,,,,,,,,,,,,,,,
" 281 Kohat Enclave Pitampura, Delhi-110034",,,,,,,,,,,,,,,,,,,,,
281 Kohat Enclave Pitampura New Delhi- 100034,28.613789,77.213072,"New Delhi, India",New Delhi,,,,,,New Delhi,New Delhi,Delhi,DL,1,,India,in,0.125,,,https://www.whosonfirst.org/docs/licenses/
"""287 ",22.59887035,88.41091771245587,"287, 3rd Cross Road, BE Block, - 700064, West Bengal, India",287,,3rd Cross Road,,BE Block,700064,,Rajarhat,West Bengal,WB,,,India,in,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Khoat Enclave, Pitampura,Delhi 110034""",28.557163,77.163665,"Delhi, South West, India",Delhi,,,,,,Delhi,South West,Delhi,DL,0.08333333333333333,,India,in,0.08333333333333333,,,https://www.whosonfirst.org/docs/licenses/
"AITUC 24, Canning Lane New Delhi ",28.63576,77.22445,"New Delhi, South West, India",New Delhi,,,,,,New Delhi,South West,Delhi,DL,1,,India,in,0,,CC BY 4.0,https://www.geonames.org/datasources/
