given_address,lat,lon,formatted,name,district,housenumber,street,county_code,postcode,suburb,city,county,state,confidence_street_level,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
CPI(M)	HETRO DRUGS LTD	HETERO HOUSE II NO 8 -3-166 7 I HYDERABAD	Hyderabad	Telangana	100000	2009,53.592589,11.684474,"Bungalowsiedlung II Nr 8, 19089 Barnin, Germany",,Crivitz,8,Bungalowsiedlung II Nr,,19089,,Barnin,Ludwigslust-Parchim,Mecklenburg-Vorpommern,,MV,Germany,de,0.1411187065972222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Highvolt Electricals Pvt Ltd	203, Saurabh Plot No. 116, Above Andhra Bank, Kurla Rd., Andheri, Mumbai	Mumbai		50000	2014",44.662187,-72.691949,"1168 Plot Road, Johnson, VT 05656, United States of America",,Johnson,1168,Plot Road,,05656,,Johnson,Lamoille County,Vermont,,VT,United States,us,0.05847953216374268,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	HIL Ltd.	Sanathnagar Hyderabad -500018	Hyderabad	Telangana	5000000	2012,17.4569654,78.4434780636594,"Sanathnagar Industrial estate park, Ward 100 Sanath Nagar, Hyderabad, Balanagar mandal, India",Sanathnagar Industrial estate park,Greater Hyderabad Municipal Corporation Central Zone,,,,,Ward 100 Sanath Nagar,Hyderabad,Balanagar mandal,Telangana,,TG,India,in,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Him Shri Developers	203-B, Bhagirathi Apartment Old Survey Road Dehradun	Dehradun	Uttarakhand	2000000	2014",30.327552,78.035881,"Dehradun, India",,,,,,,,Dehradun,Dehradun,Uttarakhand,,UT,India,in,0,1,,,https://www.whosonfirst.org/docs/licenses/
BJP	Himalaya Developers	At Ankleshwar Dist Bharuch	Bharuch	Gujarat	100000	2012,47.477734,-122.206393,"High Country Contractors and Developers, 410 Williams Avenue South, Renton, WA 98057, United States of America",High Country Contractors and Developers,,410,Williams Avenue South,,98057,,Renton,King County,Washington,,WA,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Himalaya Engeniring Co.	Dediyan, GIDC, Mehsana	Mehsana		12500	2012",38.6834986,-77.4445459458079,"12500 Lindy Lane, Manassas, VA 20112, United States of America",,Plantation Pines Estates,12500,Lindy Lane,,20112,Plantation Pines Estates,Manassas,Prince William County,Virginia,,VA,United States,us,0,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Himalaya International	Mehsana	Mehsana		50000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Himalaya International	Mehsana	Mehsana		50000	2012,,,,,,,,,,,,,,,,,,,,,,
"BJP	Himalaya International Limited	At. Sultanpur, Ta Vadnagar, Dist. Mehsana	Mehsana		1100000	2014",,,,,,,,,,,,,,,,,,,,,,
BJP	Himani Industries	Ballabhgarh			21000	2012,,,,,,,,,,,,,,,,,,,,,,
"BJP	Himanshu Infrastructure Pvt Ltd.	A-2, Ravishankar Nagar Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011",23.25469,77.40289,"Bhopāl, Bhopal, India",,,,,,,,Bhopāl,Bhopal,Madhya Pradesh,,MP,India,in,0.013313609467455629,1,,CC BY 4.0,https://www.geonames.org/datasources/
"BJP	Himanshu Infrastructure Pvt. Ltd.	A-2, Ravishankar Nagar Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011",23.25469,77.40289,"Bhopāl, Bhopal, India",,,,,,,,Bhopāl,Bhopal,Madhya Pradesh,,MP,India,in,0.013061224489795928,1,,CC BY 4.0,https://www.geonames.org/datasources/
"BJP	Himanshu P. Varia	21, Titaniun Bldg., Ahmedabad	Ahmedabad	Gujarat	111111	2014",,,,,,,,,,,,,,,,,,,,,,
"BJP	Himeshbhai J. Patel	Suraj Mukhi, B/H Dhanlaxmi Tower, Anand			100000	2010",36.133419,-82.208203,"B H B Road, Mitchell County, NC, United States of America",,,,B H B Road,,,,,Mitchell County,North Carolina,,NC,United States,us,0.0028523175079752296,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Himmat Sinh Patel	Surat Bhublan, Opp. Nau Nidhhi Prakashan Sukhram Nagar Rakhiyal, Ahmedabad	Surat		38275	2010",43.237987,-122.946076,"2010 Opportunity Lane, Glide, OR 97443, United States of America",,,2010,Opportunity Lane,,97443,,Glide,Douglas County,Oregon,,OR,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Hindalco IND.ltd.	Birla coper unit At Dahej  Vagra  Bharuch 	Bharuch	Gujarat	250000	2007,34.059992,-117.811022,"Fruit and Crops Unit, Pomona, CA, United States of America",,,,Fruit and Crops Unit,,,,Pomona,Los Angeles County,California,,CA,United States,us,0.0017958412098298651,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hindtej Land Developers Pvt. Ltd.	Dadar (W), Mumbai - 28.	Mumbai		25000	2003",48.426363,16.249819,"2003 Leitzersdorf, Austria",2003,,,,,2003,,Leitzersdorf,Korneuburg,Lower Austria,,,Austria,at,0,,,,https://www.whosonfirst.org/docs/licenses/
"CPI(M)	Hindus Project	Rangareddy Dist.,AP			100000	2007",,,,,,,,,,,,,,,,,,,,,,
BJP	Hindustan Construction	Dist. Surendranagar			500000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Hindustan Construction	Dist. Surendranagar			500000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Hindustan Construction Co Ltd.	Hincon House Lal Bhadur Shastri Marg. Vikhroli (West) Mumbai-400063	Mumbai		10000000	2009,19.103196,72.920505,"Lal Bahadur Shastri Marg, Vikhroli, Mumbai -, MH, India",,Zone 6,,Lal Bahadur Shastri Marg,,,Vikhroli,Mumbai,Mumbai City,Maharashtra,0.95,MH,India,in,0.17355293964620183,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hindustan Construction Co.	Bhavnagar	Bhavnagar	Gujurat	200000	2012,,,,,,,,,,,,,,,,,,,,,,
"INC	Hindustan Construction Co.Ltd.	Hincon House, Lal Bahadur Shastri Marg Vikhroli (West) Mumbai-400083	Mumbai		20000000	2009",19.103196,72.920505,"Lal Bahadur Shastri Marg, Vikhroli, Mumbai -, MH, India",,Zone 6,,Lal Bahadur Shastri Marg,,,Vikhroli,Mumbai,Mumbai City,Maharashtra,1,MH,India,in,0.6178861788617886,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"NCP	Hindustan Construction Company Limited	Hindcon House LBS Marg, Vikhroli West, Mumbai- 400 083	Mumbai		10000000	2009",19.094693,72.913162,"Garden Road, LBS Marg, Ghatkopar, Mumbai - 400086, MH, India",,Zone 6,Garden Road,LBS Marg,,400086,Ghatkopar,Mumbai,Mumbai City,Maharashtra,1,MH,India,in,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	HINDUSTAN CONSTRUCTIONS CO LTD	Hincon House Lal Bhadur Shastri Marg. Vikhroli (West) Mumbai-400063	Mumbai		10000000	2009,19.103196,72.920505,"Lal Bahadur Shastri Marg, Vikhroli, Mumbai -, MH, India",,Zone 6,,Lal Bahadur Shastri Marg,,,Vikhroli,Mumbai,Mumbai City,Maharashtra,0.95,MH,India,in,0.17355293964620183,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"CPI(M)	Hindustan Engineers Syndicate	39, B.N. Reddy Colony,Road No.14,Banjara Hills,Hyderabad	Hyderabad	Telangana	50000	2006",17.406667,78.436471,"Plot No 19, Mithilanagar Colony, Banjara Hills, Banjara Hills, Hyderabad - 500034, TG, India",,Central Zone,Plot No 19,"Mithilanagar Colony, Banjara Hills",,500034,Banjara Hills,Hyderabad,Hyderabad,Telangana,0.95,TG,India,in,0.10640000000000001,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hindustan Laboratiories	Borivali (W), Mumbai.	Mumbai		31000	2003",,,,,,,,,,,,,,,,,,,,,,
"BJP	Hindustan pencil Ltd	510,Himalaya House 79Paltoon RD. Mumbai .	Mumbai		30000	2007",,,,,,,,,,,,,,,,,,,,,,
"BJP	Hindustan Pencile Pvt. Ltd.	217/1, GIDC UMBERGAM, DIST. VALSAD-396171			100000	2014",,,,,,,,,,,,,,,,,,,,,,
BJP	Hindustan Pencils Ltd.	510 Himalaya House 79 Palton Road Mumbai 400 001.	Mumbai		30000	2008,40.131626,-74.957009,"318 Palton, Bensalem Township, PA 19020, United States of America",,Bensalem Township,318,Palton,,19020,,Bensalem Township,Bucks County,Pennsylvania,,PA,United States,us,0.0019944598337950123,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Hindustan Pencils Pvt. Ltd.	Survey No. 1079, Opp. Relience Ind. Kharadpada, Naroli-396230, Silvassa, Dadra and Nagar Haveli			75000	2014",37.600206,-89.181469,"(SURVEY), Makanda, IL, United States of America",,Makanda Township,,(SURVEY),,,,Makanda,Jackson County,Illinois,,IL,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hindustan Pencils Pvt.Ltd.	510 Himalaya House, 79 Palton Road Mumbai - 400 001	Mumbai		30000	2008",40.131626,-74.957009,"318 Palton, Bensalem Township, PA 19020, United States of America",,Bensalem Township,318,Palton,,19020,,Bensalem Township,Bucks County,Pennsylvania,,PA,United States,us,0.0018365472910927424,,© OpenAddresses contributors,BSD-3-Clause License,
BJP	Hindustan Phosphates Plit Ltd	105 Royal Estate Indore M.P.	Indore		100000	2011,29.426795,-98.695779,"10339 Royal Estate, San Antonio, TX 78245, United States of America",,,10339,Royal Estate,,78245,,San Antonio,Bexar County,Texas,,TX,United States,us,0.29878048780487804,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Hindustan Rubbers (Silvassa)	Survey No. 375/4/2, Village Kharadpada, Naroli Silvassa (DNH)			50000	2014",-31.4546972,-57.9080444,"Village, Ruta 3 General José Gervasio Artigas, 50000 Termas del Daymán, Uruguay",Village,,,Ruta 3 General José Gervasio Artigas,,50000,,Termas del Daymán,,Salto,,SA,Uruguay,uy,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hingone Infrastructure Ltd	Surat 	Surat		100000	2012,,,,,,,,,,,,,,,,,,,,,,
INC	Hira bhai arajan	Bhai Jotva Supasi Veraval Dist Junagadh	Junagadh		151000	2004,,,,,,,,,,,,,,,,,,,,,,
"BJP	HIRA GROUP OF INDUSTRIES	HIPA ARCADE NEW BUSSTAND. PANDRI, RAIPUR	Raipur	Chhattisgarh	26000	2006",-33.887612,151.187005,"Camperdown NSW 2006, Australia",2006,Camperdown,,,,2006,,Camperdown,Sydney,New South Wales,,NSW,Australia,au,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	HIRA GROUP OF INDUSTRIES	HIRA ARCADE, NEW BUSSTAND, PANDRI. RAIPUR 	Raipur	Chhattisgarh	25000	2006",-33.887612,151.187005,"Camperdown NSW 2006, Australia",2006,Camperdown,,,,2006,,Camperdown,Sydney,New South Wales,,NSW,Australia,au,0,,,,https://www.whosonfirst.org/docs/licenses/
"INC	Hira Singh Diengdoh	Riatsamthiah, Block-lll, Shillong-793001			500000	2013",,,,,,,,,,,,,,,,,,,,,,
BJP	Hirak leasing & investment pvt ltd	Mumbai	Mumbai		101000	2004,44.219207,-76.643665,"E.M. Jaffer Investments Ltd. Plaza Leasing & Management, Loyalist, ON, Canada",E.M. Jaffer Investments Ltd. Plaza Leasing & Management,,,,,,,Loyalist,,Ontario,,ON,Canada,ca,0.011017751479289932,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hiral Construction Company	At. Edar Dist Sabarkantha 	Sabarkantha		100000	2012,,,,,,,,,,,,,,,,,,,,,,
"BJP	Hiralal Galaji Prajapati	J-6, Sardar Patel Market Jamalpur Ahmedabad	Ahmedabad	Gujarat	25000	2012",46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Hiranandani properties pvt ltd	Mumbai	Mumbai		1000000	2004,34.418141,-110.534468,"Private Properties, Navajo County, AZ, United States of America",,,,Private Properties,,,,,Navajo County,Arizona,,AZ,United States,us,0.050988553590010414,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hitech Auto	Highway Mehsana	Mehsana		125000	2012,36.674891,-82.396396,"AP Carter Highway, Scott County, VA, United States of America",,,,AP Carter Highway,,,,,Scott County,Virginia,,VA,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hitech Construction Co	522, Lalbhai Contractor Complex Opp. Old Libreary			500000	2012",21.155121,72.768955,"Lalbhai Contractor Stadium, Surat -, GJ, India",,,,Lalbhai Contractor Stadium,,,,Surat,Surat,Gujarat,,GJ,India,in,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hitech Sweet Water Technoligies Pvt.	238, Turing Point, Ghod Dod Road, Surat	Surat		250000	2014",43.993626,-69.599443,"238 Dodge Road, Edgecomb, ME 04556, United States of America",,Edgecomb,238,Dodge Road,,04556,,Edgecomb,Lincoln County,Maine,,ME,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Hi-Tech Sweet Water Technologies Pvt. Ltd.	229,230 Turning Point, Ghod Dod Road Surat Gujarat	Surat	Gujarat	355034	2010",,,,,,,,,,,,,,,,,,,,,,
"BJP	Hitech System & Services Ltd	119, Park Street, Kolkata-700016	Kolkata	West Bengal	500000	2014",22.5449916,88.3637617,"Park Street, Ripon Street, Kolkata - 700017, WB, India",Park Street,Borough No. VII,,Park Street,,700017,Ripon Street,Kolkata,Kolkata,West Bengal,1,WB,India,in,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hitendra Sofanki	Indore M.P.	Indore		100000	2011,,,,,,,,,,,,,,,,,,,,,,
BJP	Hitendrabhai Dulabhai Patel	Manikunj Tanshunagar Nr. Bus Stand Ghod Dod Road Surat	Surat		51000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hitendrakumar Vaktaji Gelot	19, Chimanlal Jeevabhai Patel Market, APMC Vasna Ahemdabad			25000	2012",46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hitesh Batheja""	101 Orchard Kolar Road Bhopal M. P.	Bhopal	Madhya Pradesh	100000	2011",23.25469,77.40289,"Bhopāl, Bhopal, India",,,,,,,,Bhopāl,Bhopal,Madhya Pradesh,,MP,India,in,0.018179522787526825,1,,CC BY 4.0,https://www.geonames.org/datasources/
"CPI(M)	Hitiro Drugs Ltd	Hetero Corporate , 7-2-A2, Industrial Estates, Sanath Nagar Hyderabad-500018	Hyderabad	Telangana	1000000	2014",,,,,,,,,,,,,,,,,,,,,,
CPI(M)	Hivision Infra Tech & Developer(I) Pvt. Ltd.	5-9-234. Sanali Mall. Off. No 10 & 11. 3rd Floor Abids Hyedrabad 	Hyderabad	Telangana	30000	2011,27.723914,85.303867,"Dreams & Pixels Technology Pvt. Ltd, Kathmandu, Nepal",,,,Dreams & Pixels Technology Pvt. Ltd,,,,Kathmandu,Kathmandu,Three,,,Nepal,np,0.00017348429510591603,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hollis Vetrified Pvt. Ltd.	Morbi	Morbi		100000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Honda Siel  car India Ltd.	Surajpur Kasna Road  Greater Noida			1000000	2009,28.461308,77.514308,"Greater Noida, Gautam Buddha Nagar, India",,,,,,,,Greater Noida,Gautam Buddha Nagar,Uttar Pradesh,,UP,India,in,0.025085937499999992,0.95,,,https://www.whosonfirst.org/docs/licenses/
"BJP	HONDA SIEL CARS ( I ) LTD	PLOT A-1, SECTOR 40-41, NOIDA			500000	2006",41.403134,-81.555341,"40 Sector Drive, Bedford, OH 44146, United States of America",,Bedford,40,Sector Drive,,44146,,Bedford,Cuyahoga County,Ohio,,OH,United States,us,0.008799621928166353,,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Honda Siel Cars India Ltd.	Plot No. A-1, Sector 40/41 Surajpur-Kasana Road, Greater Noida, Distt. Gautam  Budh Nagar, UP			500000	2009",28.461308,77.514308,"Greater Noida, Gautam Buddha Nagar, India",,,,,,,,Greater Noida,Gautam Buddha Nagar,Uttar Pradesh,,UP,India,in,0,1,,,https://www.whosonfirst.org/docs/licenses/
"INC	Honda Siel Power Products Ltd.	Plot No 5, Sec 41, Greater Noida, Industrial Dev.Area, Distt. Gautam Budh Nagar, UP-201310			500000	2011",47.663963,-117.335924,"Power Products Unlimited, Spokane Valley, WA, United States of America",,,,Power Products Unlimited,,,,Spokane Valley,Spokane County,Washington,,WA,United States,us,0.0014271978847425002,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Horizone Ind. Park	Darshanpark Society, Vip Road, Karelibaug, Vadodara	Vadodara		50000	2014",52.377372,4.616612,"2014 Haarlem, Netherlands",2014,Haarlem,,,,2014,,Haarlem,,North Holland,,,Netherlands,nl,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Hotel Abhishek	Surat	Surat		25000	2012,,,,,,,,,,,,,,,,,,,,,,
"BJP	Hotel Fountain UNIT OF ARODIYA	102, APEX BUILDING, BEHRAM			100000	2014",44.045278,-86.178611,"Fountain United Methodist Church, Fountain, MI, United States of America",Fountain United Methodist Church,Sherman Township,,,,,,Fountain,Mason County,Michigan,,MI,United States,us,0.012061098988295963,0.6,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	HOTEL GUJRAT GAURAV INN P LTD	Westran Express Highway Dahisar (E)			51000	2009,-33.86901,151.19353,"Pyrmont NSW 2009, Australia",2009,Pyrmont,,,,2009,,Pyrmont,Sydney,New South Wales,,NSW,Australia,au,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Hotel J.B.	 Surat	Surat		21000	2012,,,,,,,,,,,,,,,,,,,,,,
"INC	Hotel Jam Internationla	Kesruwala,Gali Hari Mandir, Pahar Ganj New Delhi 	New Delhi		50000	2005",39.03171,-90.26122,"New Delhi, IL, United States of America",,Mississippi Township,,,,,,New Delhi,Jersey County,Illinois,,IL,United States,us,0,,,,https://www.whosonfirst.org/docs/licenses/
BJP	Hotel Janpath & Guest House	National Highway Mehsana	Mehsana		110000	2012,25.480457,68.408915,"National Highway, SD, Pakistan",,,,National Highway,,,,,Hyderabad,Sindh,,SD,Pakistan,pk,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	HOTEL LEELA VENTURES LTD	Shahar Road , Shahar Mumbai-400059	Mumbai		2000000	2009",,,,,,,,,,,,,,,,,,,,,,
INC	Hotel Leelaventure Ltd.	The Leela Mumbai Shar Mumbai- 400059	Mumbai		2000000	2011,-12.088724,-76.962594,"Hotel y Spa Golf de Los Incas, Cerros de Camacho 500, Lima, Peru",Hotel y Spa Golf de Los Incas,,500,Cerros de Camacho,,,,Lima,Lima,Lima,,LIM,Peru,pe,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hotel Leelaventure Ltd.	The Leela Kempinski, Sahar Mumbai-400059	Mumbai		2000000	2009",,,,,,,,,,,,,,,,,,,,,,
"BJP	Hotel Midland	Jawaharlal Nehru Rd., Santacruz (E ), Mumbai- 400055	Mumbai		51000	2013",19.080741,72.852952,"Jawaharlal Nehru Road, Kolekalyan, Mumbai - 400055, MH, India",,Zone 3,,Jawaharlal Nehru Road,,400055,Kolekalyan,Mumbai,Mumbai City,Maharashtra,1,MH,India,in,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	Hotel Parichay	Ghole Road, Shivaji Nagar New Pune - 411 004	Pune		300000	2008",18.524058,73.846403,"1187/19, Vasantrao Deshmukh Path off Ghole Road, Pune - 411005, MH, India",,Ghole Road,1187/19,Vasantrao Deshmukh Path off Ghole Road,,411005,,Pune,Pune,Maharashtra,0.285,MH,India,in,0.2565,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hotel Ram Krishna (Lodging)	148, Nehru Road, Vile Parle (E), Mumbai- 400057	Mumbai		50000	2011",19.079302,72.854878,"yashwanth garaw nagar, Jawaharlal Nehru Road, Kolekalyan, Mumbai - 400055, MH, India",,Zone 3,yashwanth garaw nagar,Jawaharlal Nehru Road,,400055,Kolekalyan,Mumbai,Mumbai City,Maharashtra,0.95,MH,India,in,0.49565217391304345,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Hotel Sunshine	Mehsana 	Mehsana		111000	2012,,,,,,,,,,,,,,,,,,,,,,
BJP	Hotel Vaibhav	At Dahej Dist Bharuch 	Bharuch	Gujarat	50000	2012,,,,,,,,,,,,,,,,,,,,,,
"INC	Hothur Shadab Wahab	Wahab Group, ""wahab Tower #'185, 3d Floor, lnfantry Road Cantonment Bellary-583104 , Karnataka	Karnataka	Karnataka	10000000	2013",32.200775,-81.52398,"2013 Rd, Bryan County, GA, United States of America",,,2013,Rd,,,,,Bryan County,Georgia,,GA,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
"INC	Hothur Shadab Wahab	Wahab Group, ""wahab Tower #'185, 3d Floor, lnfantry Road Cantonment Bellary-583104 , Karnataka	Karnataka	Karnataka	5000000	2013",32.200775,-81.52398,"2013 Rd, Bryan County, GA, United States of America",,,2013,Rd,,,,,Bryan County,Georgia,,GA,United States,us,0,,© OpenAddresses contributors,BSD-3-Clause License,
"BJP	Hous.Dev. & IMP India Pvt. Ltd	Sion (E), Mumbai - 22.	Mumbai		150000	2003",48.426363,16.249819,"2003 Leitzersdorf, Austria",2003,,,,,2003,,Leitzersdorf,Korneuburg,Lower Austria,,,Austria,at,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	House Dev. & In India Pvt. Ltd.	Sion (E), Mumbai.	Mumbai		200000	2003",12.925725,77.687054,"20 & 21, RMZ Ecoworld Infrastructure Pvt. Ltd., SEZ, Sarjapur Outer Ring Road, Near Intel Campus, Devarabeesanahalli, Bellanduru, Bangalore - 560103, KA, India",,Mahadevapura,20 & 21,"20 & 21, RMZ Ecoworld Infrastructure Pvt. Ltd.,  SEZ, Sarjapur Outer Ring Road, Near Intel Campus,  Devarabeesanahalli",,560103,Bellanduru,Bangalore,Bangalore,Karnataka,,KA,India,in,0.2375,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	Housing Development & Improvement (I) Ltd	Sion East. Mumbai- 400022	Mumbai		500000	2005,37.198139,-82.645032,"Improvement Circle, Jenkins, KY, United States of America",,,,Improvement Circle,,,,Jenkins,Letcher County,Kentucky,,KY,United States,us,0.013881173771283666,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	HPL Electric & Power Pvt. Ltd.	1/21, Asaf Ali Road-New Delhi	New Delhi		2500000	2010",38.148569,-79.035421,"Virginia Electric and Power, Staunton, VA, United States of America",,,,Virginia Electric and Power,,,,Staunton,City of Staunton,Virginia,,VA,United States,us,0.008220659816116829,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	HPL Electric & Power Pvt. Ltd.	1/21, Asaf Ali Road-New Delhi	New Delhi		2500000	2010",38.148569,-79.035421,"Virginia Electric and Power, Staunton, VA, United States of America",,,,Virginia Electric and Power,,,,Staunton,City of Staunton,Virginia,,VA,United States,us,0.008220659816116829,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"BJP	HPL Electric & Power Pvt. Ltd.	409/410, Silver Complex, Nr. Shrenik Park Char Rasta, Productivity Road, Akota, Vadodara- 390020	Vadodara		200000	2013",22.296642315824283,73.17007675722657,"Vadodara District, 390020, GJ, India",Vadodara District,,,,,390020,,,Vadodara District,Gujarat,,GJ,India,in,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
BJP	HUF Dintesh	At. Dholka Dist Ahmedbad	Ahmedabad	Gujarat	25000	2012,46.973437,6.887964,"2012 Lac de Neuchâtel, Switzerland",2012,,,,,2012,,Lac de Neuchâtel,,Neuchatel,,,Switzerland,ch,0,,,,https://www.whosonfirst.org/docs/licenses/
"BJP	Hukumdev Narayan Yadav	4, Dr.B.D. Marg New Delhi-110001	New Delhi		50000	2013",28.630578,77.277667,"Laxmi Nagar Metro Station, Vikas Marg, Delhi -, DL, India",,,Laxmi Nagar Metro Station,Vikas Marg,,,,Delhi,South West,Delhi,0.026388888888888885,DL,India,in,0.0328793462586124,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hundia Exports	109, Sai Galli Zaveri Bazar Mumbai-400002	Mumbai		25000	2009",42.278961,-71.069534,"Washington St @ Gallivan Blvd, Dorchester, Boston, MA, United States of America",Washington St @ Gallivan Blvd,Boston,,,,,Dorchester,Boston,Suffolk County,Massachusetts,,MA,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
CPI(M)	HUNNAN MULLAH	208 V.P HOUSE NEW DELHI	New Delhi		36000	2009,,,,,,,,,,,,,,,,,,,,,,
"INC	Hussain Umar Dalwai	C-1/5, Humayun Road New Delhi	New Delhi		100000	2014",23.768116,90.36828,"5/18 Humayun Rd, Dhaka - 1207, Bangladesh",,,5/18,Humayun Rd,,1207,,Dhaka,Dhaka,Dhaka,,,Bangladesh,bd,0.39729729729729724,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Hussain Umar Dalwai	C-1/5 Humayun Road New Delhi	New Delhi		24000	2013,23.768116,90.36828,"5/18 Humayun Rd, Dhaka - 1207, Bangladesh",,,5/18,Humayun Rd,,1207,,Dhaka,Dhaka,Dhaka,,,Bangladesh,bd,0.3878378378378378,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
INC	Hyatt Regency	4/11 Shanti Niketan New Delhi	New Delhi		500000	2004,42.2781401,-74.9159946,"Delhi, NY, United States of America",,,,,,,,Delhi,Delaware County,New York,,NY,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"CPI(M)	Hyd. Chemicals	Rangareddy Dist.,AP			100000	2007",,,,,,,,,,,,,,,,,,,,,,
BJP	Hyderabad Industnes  Ltd.	Sanathnagar Hyderabad	Hyderabad	Telangana	2500000	2009,47.157559,-122.298596,"BJP, Puyallup, WA, United States of America",BJP,,,,,,,Puyallup,Pierce County,Washington,,WA,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"INC	Hyderabad Industries Limited	Sanathnagar,Hyderabad-500018	Hyderabad	Telangana	2500000	2009",17.390617,78.470769,"Hyderabad, India",,,,,,,,Hyderabad,Hyderabad,Telangana,,TG,India,in,0.135,1,,,https://www.whosonfirst.org/docs/licenses/
